# number	english	chinese
2722	subsidiary	輔助的；附帶的
2723	subsidize	補助；資助
2724	subsidy	津貼；補貼
2725	substantial	真實的；堅固的
2726	substantiate	證實；證明
2727	substitute	代替人；代替物代替代替的
2728	subtract	減去；去掉
2729	subway	地下鐵
2730	succeed	成功；繼任
2731	success	成功；成就
2732	sufficient	足夠的；充分的
2733	suggest	建議
2734	suggestion	建議
2735	suit	西裝；套；副相稱；彼此協調
2736	suitable	適當的；合適的
2737	suitcase	小型旅行箱；手提箱
2738	suite	套房；隨從
2739	sum	總數；總和總結
2740	summarize	作總結；作概括
2741	superb	堂皇的；宏偉的
2742	superior	較高的；上級的；高傲的
2743	supervise	監督；管理
2744	supervisor	管理人；指導者
2745	supervisory	管理（員）的
2746	supplement	增補，補充；副刊
2747	supplementary	增補的；補充的
2748	supplier	供應者
2749	supply	供給；供應供給；供應
2750	support	支持；擁護支持；擁護
2751	supportive	支援的；贊助的
2752	suppose	猜想；以為
2753	surely	確實；無疑
2754	surface	面；表面表面的；外觀的顯露；呈現
2755	surmise	推測；猜測推測；猜測
2756	surplus	剩餘物；順差過剩的；剩餘的
2757	surprise	驚喜；驚訝驚喜；意外
2758	survey	問卷調查；做問卷
2759	survive	生存；生還
2760	susceptible	易被感動的；敏感的
2761	suspect	懷疑；不信任
2762	suspend	懸掛；使飄浮
2763	sustain	支撐；承受
2764	sweater	毛線衣
2765	swift	快速的；快捷的
2766	switch	開關；轉換改變；轉移
2767	sympathetic	同情的
2768	sympathize	同情；憐憫
2769	sympathy	同情；同情心
2770	symposium	討論會；座談會
2771	synthesis	綜合體；綜合
2772	system	制度；體制
2773	systematically	有系統地；有組織地
2774	tackle	著手；交涉
2775	tactful	機智的；圓滑的
2776	tactic	戰術；策略
2777	tag	牌子；標籤添加；附加
2778	tailor	裁縫師
2779	take	拿；取；獲得
2780	takeout	外賣；外賣的
2781	takeover	接管
2782	talk	講話；談話講話；談話
2783	talkative	多嘴的；健談的
2784	tangible	明確的；確鑿的
2785	tank	貯水池；坦克
2786	tap	閥門；塞子接通；裝上
2787	tape	膠布；錄音帶錄音
2788	target	靶子；目標對準
2789	task	任務；工作
2790	taste	味覺；味道吃起來；嚐起來
2791	tax	稅金課稅
2792	tear	撕開；撕裂眼淚；淚珠
2793	tease	戲弄；逗弄戲弄；逗弄
2794	technicality	專門性；學術性
2795	technician	技術人員；技師
2796	technique	技巧；技術；技法
2797	technological	技術（學）的
2798	technology	技術；科技
2799	temper	情緒；性情；脾氣調和；緩和
2800	temporary	臨時的；暫時的
2801	tenant	房客；承租人
2802	tender	嫩的；柔軟的
2803	tense	緊張的；拉緊的使繃緊；使緊張
2804	tension	拉緊；繃緊拉緊；繃緊
2805	tentative	試驗性的；嘗試的
2806	tenure	佔有；佔有權
2807	term	期；期限；任期
2808	terminal	末端的；終點的終點；末站；航廈
2809	terminology	術語，專門用語
2810	terrible	可怕的；嚇人的
2811	territory	領土；版圖；領地
2812	testify	作證；證實
2813	testimonial	證明書；推薦書
2814	thorough	徹底的；完全的
2815	thoroughness	徹底；完全
2816	though	雖然；儘管然而；還是
2817	thought	思維；思考
2818	thread	線狀物；頭緒通過；穿過
2819	threat	威脅；恐嚇
2820	thrive	興旺；繁榮
2821	throughout	遍及；遍布處處；始終
2822	thus	如此；這樣
2823	ticket	票；券
2824	tie	束縛；約束；平手
2825	tight	牢固的；緊身的緊緊地
2826	time	時間；時光測定；記錄
2827	timeliness	及時；適時
2828	titl	標題；題目加標題於
2829	token	標記；標誌；象徵象徵性的
2830	toll	使用費；通行費
2831	tool	工具；器具
2832	top	頂部；山頂；最高程度最高的；最優良的加蓋；勝過
2833	topic	主題；要旨
2834	total	總計的；總括的總數合計為
2835	tour	旅遊；遊覽旅遊；遊覽
2836	tow	拖；拉；牽引拖；拉；牽引
2837	town	鎮；市鎮
2838	track	行蹤；軌道跟蹤；追蹤
2839	trade	貿易；交易交換
2840	tradition	傳統習俗
2841	traditional	傳統的
2842	traffic	交通
2843	trail	拖；曳；跟蹤小道；痕跡
2844	transact	處置；執行
2845	transaction	交易；執行
2846	transfer	轉換；調動
2847	trash	廢物；垃圾
2848	travel	旅遊；移動
2849	traveler	旅行者；旅客
2850	treasure	金銀財寶；財富珍愛；珍視
2851	treat	對待；處理請客
2852	treatment	對待；治療
2853	treaty	條約；協定
2854	tremendous	巨大的；極大的
2855	trial	試驗；審問試驗的；審訊的
2856	triangle	三角形
2857	tribal	部落的；種族的
2858	tribe	部落；種族
2859	trivial	瑣細的；不重要的
2860	truly	真誠地；忠實地
2861	trust	信任；信賴信任；信賴
2862	trustee	受託管理人
2863	turnover	翻倒；翻轉
2864	twice	兩次；兩回；兩倍
2865	two-sided	兩邊的；兩面的
2866	type	類型；型式作為⋯的典型；打字
2867	typical	典型的；有代表性的
2868	typo	筆誤
2869	ultimate	最後的；最終的終極；結局
2870	ultimately	終極地
2871	ultra	偏激的；過分的
2872	unable	不能的；不會的
2873	unacceptable	無法接受的
2874	unaccountable	無法解釋的；無責任的
2875	unaccustomed	不習慣的；不熟悉的
2876	unauthorized	未被授權的
2877	unaware	未察覺到的意外地；突然地
2878	unbalance	使失去平衡
2879	unbeatable	打不垮的
2880	unbiased	無偏見的
2881	uncertain	不確定的
2882	uncertainty	不確定性
2883	unconventional	非傳統的
2884	underestimate	低估
2885	underground	地下的；不公開的
2886	underline	強調；使突出
2887	understand	了解；理解
2888	understatement	不充分的陳述；保守的陳述
2889	underway	在進行中的
2890	unfair	不公平的
2891	unforeseen	預料之外的
2892	unfortunately	不幸地
2893	unidentified	未辨別出的；身分不明的
2894	uniform	制服相同的；一致的
2895	unify	統一；聯合
2896	unimaginable	難以想像的；想不到的
2897	union	結合；合併
2898	unique	獨特的
2899	uniquely	獨特地
2900	uniqueness	獨特
2901	unit	單位；單元
2902	unite	使聯合；統一
2903	university	大學
2904	unless	除⋯⋯外如果不；除非
2905	unlimited	無限制的；無約束的
2906	unlock	開啟；揭開
2907	unnecessary	不必要的
2908	unsanitary	不衛生的；有礙健康的
2909	unsatisfactory	不滿意的
2910	upcoming	即將來臨的
2911	update	使現代化；更新
2912	upgrade	提高；提升升級；上坡
2913	upon	在⋯之上；在⋯上面
2914	upwards	向上地；朝上
2915	urban	城市的
2916	urbanize	使都市化
2917	urgent	急促的；急的
2918	use	使用
2919	useful	有用的；有價值的
2920	useless	無用的；無價值的
2921	usual	通常的；平常的
2922	usually	通常地；慣常地
2923	utilization	利用
2924	utilize	利用
2925	vacancy	空白；空缺
2926	vacant	空的；空著的
2927	vacation	假期；休假
2928	vaccinate	注射疫苗
2929	vaccination	疫苗接種
2930	vain	愛虛榮的；自負的
2931	valid	有根據的；確鑿的
2932	validat	使有效；使生效
2933	valuable	有價值的
2934	value	價值
2935	van	廂型車；小貨車
2936	vandalize	任意破壞
2937	variable	易變的；多變的
2938	variation	變動；差異
2939	variety	多樣化；變化
2940	various	不同的；各種各樣的
2941	vary	使不同；變更
2942	vas	廣闊的；浩瀚的
2943	vegetable	蔬菜
2944	vegetarian	素食主義者
2945	vehicle	運載工具；手段
2946	veil	面紗；面罩掩飾；遮蓋
2947	vend	出售；販賣
2948	vendor	小販；攤販
2949	venture	冒險事業；投機活動冒險
2950	verify	證明；證實
2951	versatile	多才多藝的；多功能的
2952	version	版本；說法
2953	vessel	船；艦；血管
2954	via	透過；憑藉
2955	viable	有望成功的；切實可行的
2956	vice	緊緊夾住 (=vise)
2957	vice versa	反之亦然
2958	victim	受害者；犧牲者
2959	viewpoint	觀點；視角
2960	violation	違反；違背
2961	virtual	虛擬的
2962	visibility	能見度；明顯性
2963	visible	可看見的；清晰的
2964	visit	參觀；訪視
2965	visitor	參觀者；訪視者
2966	visual	可被看見的；視覺的
2967	vita	生命的；充滿活力的
2968	vivid	生動的；活潑的
2969	vocabulary	單字；字彙
2970	voice	聲音
2971	volatile	易揮發的；易變的
2972	volunteer	志願者，義工自願
2973	voucher	票券；證人
2974	voyage	航海；航行航海；航行
2975	wage	進行；從事
2976	wagon	運貨馬車
2977	waist	腰；腰部
2978	wait	等；等待等待
2979	waiter	服務生
2980	waitress	女服務生
2981	waive	放棄；撤回
2982	wallet	皮夾
2983	wallpaper	壁紙
2984	warehouse	倉庫庫房
2985	warm	溫暖的；暖和的變暖和
2986	warn	警告；告誡
2987	warning	警告；告誡
2988	warranty	保證；擔保
2989	waste	浪費；濫用浪費；荒原
2990	watch	看守，監視；手錶觀看；注視
2991	wave	海浪；浪潮揮手；飄揚
2992	waver	搖擺；搖晃動搖
2993	weak	弱的；虛弱的
2994	weakness	虛弱；弱點
2995	wealth	財產；資源
2996	weight	重量；體重
2997	whereas	然而；反之
2998	whether	是否；不管是⋯⋯（或是）
2999	whole	整體的；全部的
3000	widespread	普遍的；廣泛的
